Y,Data,XAU,BGNL,BDIY,CRY,DXY,VIX,Cl1,XAU BGNL
0,07/09/2021,1526.7350224227807,2608.062202048793,2077.9325330352385,173.73806798777858,82.88132427672815,34.60203327875627,45.804021284523216,1608.6495775809906
1,07/16/2021,2199.275480898733,2977.710950094225,3341.1446402117176,223.16568764967104,93.09932834108176,24.50398026984213,97.02780278000995,1252.1018874589518
0,07/23/2021,1673.4074333624317,2631.5942244170674,2691.053216685987,192.7535564464462,103.42638765984185,16.0969077996754,50.40245880777911,1166.131674331863
1,07/30/2021,2196.1086504219165,2885.7752603834065,3375.173058518369,234.5603468090027,102.98498551878868,21.4751843587664,91.67167145569925,1326.4587116668913
0,08/06/2021,1605.5741308397057,3080.1153488995947,2403.732389400215,170.9514652997819,87.06400750994679,22.21514557540332,100.95640110390048,1396.429092650784
0,08/13/2021,1515.2558136276186,3096.827439108217,2474.01932268718,175.5618548710483,86.98528050177886,29.023753636964706,108.18759621020838,1534.2018798310037
1,08/20/2021,2139.570355265357,2545.6862718115735,3227.698978226646,206.6707283801963,98.87186575921055,39.34767125039366,56.25564355611007,1535.5169198675592
1,08/27/2021,1592.200013918009,2479.2693017607103,1830.7810989914103,246.32468819959658,95.8534870998644,43.36039037471014,51.01974015898157,1987.9880803123128
1,09/03/2021,1654.61262767154,2430.910854073581,2647.675282823353,249.68568976736015,89.07107967972107,30.876277648984004,48.52191968737529,1109.027684350231
1,09/10/2021,1668.543777493826,2804.6691704765185,1824.2729387284562,247.31280275917334,84.00611902240584,46.74160023858781,97.15857510273811,1790.7041007920411
1,09/17/2021,2073.8646894649755,2590.9309118562496,2744.727163127388,227.49491273872485,87.26439570776962,33.1992007586428,79.03900782525473,1446.9622459389257
1,09/24/2021,1518.9085241553573,3199.1185783555484,1518.627981682897,239.9597834556364,90.02321177714177,40.4610731803666,45.66105690625558,1609.4927208310205
1,10/01/2021,2188.2024510119354,2577.7288052414187,2637.962161239315,219.73614776516146,107.32248071289473,25.834593243728264,49.88156079299269,1592.1028002912183
0,10/08/2021,1888.5054143794503,2161.026575244041,3306.046906450135,190.05512929751893,96.06059144315878,18.07142540589025,126.67072158702089,2050.420728330394
1,10/15/2021,2075.776872775679,2673.7098058707043,2101.5178988857024,236.2011782702993,95.72796588090614,42.276986964010696,62.39931315275843,1301.3109081862194
1,10/22/2021,1638.115258735981,2567.1142990031135,3320.8208721491706,161.70389412932627,92.22439358831276,41.40318680652557,121.73889444709692,1969.6554759556866
0,10/29/2021,1506.1454953278833,2897.905184224278,2656.3301831457884,246.30661599618236,97.14462733453688,13.689521216507003,124.57560217687224,1357.4826832584258
1,11/05/2021,2171.2444049987603,2900.7703567863305,2209.612004460788,163.07859468252212,107.30892182851875,31.2289293656196,57.76637588949066,1522.6217015336329
1,11/12/2021,1623.6251586064059,2270.403171739066,3397.648868519333,169.0208293058525,82.37223128969542,47.4603320219138,97.66114773680268,1142.2644185021104
1,11/19/2021,2070.832003767997,2883.647644154551,2590.8192939216115,185.79752433269243,87.75728267829344,33.54384968556741,69.30041608236851,1287.0663533278364
1,11/26/2021,1975.9004777423918,2856.8819543246764,1563.0011275472739,245.98892390458315,81.94742627033686,38.64728016962813,48.65529365401231,2046.2961705132611
1,12/03/2021,1689.3511924658092,2246.8477881711465,3287.587816928316,214.02417809079998,90.96048764408101,35.035417260800564,87.81580361232915,1467.5511250944887
0,12/10/2021,1701.8742459474918,2510.0481494451083,1236.948232871452,182.2699572504772,81.12741928165515,26.0618113128153,69.76571321695062,1429.1079502277478
0,12/17/2021,1725.6341817789746,3082.522393186892,2486.906588228307,253.01779662952802,109.08521845147058,14.56485338977242,42.035729981340545,1996.114756223067
1,12/24/2021,2044.1926211501486,2673.286549429948,2093.484581417355,236.75622101143995,97.57951030808927,41.868425428986924,57.1746626032955,1575.6685766437204
0,12/31/2021,1720.8905636881489,2239.3730525127635,1231.5098155926808,243.46790104093836,100.30442572946855,15.56969944671096,87.02825130404719,1737.4086069376135
0,01/07/2022,1814.7135040165108,2622.784426990078,2359.104211287977,215.18886403755135,101.29362262553691,32.097468799433685,126.63281548785923,1962.7106451110294
0,01/14/2022,1946.4655060640691,2194.955893993445,1246.2551339056113,169.54449240917845,90.67237261592287,29.118192475831258,99.78138472967956,1379.1922964567525
1,01/21/2022,2089.6013012056496,2444.1054857690606,1492.4248292438251,208.01917349445463,106.14365679135199,31.79345174524263,112.41623766646772,1273.7434776244002
0,01/28/2022,1724.0060271815037,3171.799690715994,1492.6635117621097,197.33929257953838,99.42215638891088,18.62519952704373,82.57173896725047,1586.9997999963243
1,02/04/2022,1948.14219523964,2158.7580204511573,1777.441304258767,224.06706557326476,83.81441890059335,36.68100340712721,51.992123610756714,1500.1292053093757
1,02/11/2022,1706.5719535186918,2630.322539676356,2587.732726967309,233.0884649578726,91.03214123823237,46.9767714528314,129.0451153951298,2064.1169380288807
1,02/18/2022,2010.041071963166,2134.661319306628,1708.0985478011676,221.25496116374853,93.94050295142125,16.931567667535816,74.77508031745683,1949.4443225703812
1,02/25/2022,1968.6562884408038,3060.861016536502,2933.0462350198504,237.3893548116016,99.4731316284086,46.99777753983512,74.69925606358586,1989.9328622116807
1,03/04/2022,1608.2857670619205,3015.8669288489127,3225.0053929813785,159.35590361647442,101.00018903056625,41.34315932007091,50.76649687277143,1246.5292787399155
0,03/11/2022,1588.5772785602353,2859.9538899319696,2967.8824994654015,189.62913064943754,83.28765376773906,29.970659081808705,56.34624015134649,1627.9879948030764
0,03/18/2022,1884.2707795078918,2819.142845721736,2306.0031318679385,185.23378685306528,106.93084791745072,21.53427860525275,78.43129308684118,1422.5702015316015
1,03/25/2022,2179.539742957172,2226.4603891667434,3080.956479515487,196.18996804409414,105.96435496444869,25.59516963558088,91.62613223373471,1660.9363471690872
0,04/01/2022,1528.5957815252486,2185.471459872544,3215.77963825966,194.1273330430086,83.9123240423407,23.746893694793748,96.41314728520463,1565.8627490575643
1,04/08/2022,1693.3758433236335,2334.0001704213782,3129.370680149664,186.0081386848533,96.75859583879077,49.76908669278233,70.91032067200517,1583.477939097214
1,04/15/2022,1828.412794364146,2832.3234420745043,2632.514613515682,183.6095323140081,87.08322583058438,37.32939300002088,110.05422465564205,1167.4495842471067
1,04/22/2022,1808.1525317513713,2839.1035194552705,2807.881413032476,217.15440290495135,102.20026437582793,46.13213881005449,66.32706183077136,1754.985407983533
1,04/29/2022,1745.1051905907548,2912.9523958123236,3094.7658762721044,161.20860447653922,83.57052318623835,37.21141525187253,108.71912018122373,1928.0125425138203
1,05/06/2022,2175.7916661947447,2751.9100309176856,1980.1372634481945,178.5936581525565,105.52442215218714,22.87878178136252,51.951389126667394,1703.1866044624437
0,05/13/2022,1927.578319240503,2643.5160144114343,1566.9547900058888,150.10045541336703,109.2597838171951,23.290654782203312,125.06784689989159,1611.4700371291424
0,05/20/2022,1710.5375686561006,3154.270986399092,3145.951357053341,256.49598452763587,95.88991228183588,26.374307614451453,75.57062460459927,1832.865513900897
1,05/27/2022,2068.286303769685,2510.7085647455633,3340.1345531448974,197.36073243023841,96.6153290219736,20.050755603137876,83.96481107013332,1369.7950321330816
1,06/03/2022,2092.6883841893687,2943.4617823324716,1590.2422106711565,174.44433166360812,85.44981725826442,48.701190306205774,69.1749502687725,1827.124874308498
1,06/10/2022,1504.8072665201043,2701.9393511408816,2158.838871354724,181.13701444863716,92.80648076615246,37.37189837772793,75.34002564518138,2080.1286690808597
1,06/17/2022,1819.070933948238,2886.9115995899692,3317.2971053986266,170.27884597248678,87.20697605016593,38.67059889764699,85.68119717223877,1620.9741137942397
1,06/24/2022,2059.773473618673,2619.5104636176497,2307.1093029755666,170.50325921485964,92.72430505587452,20.66793127423256,43.77173867651333,1362.2111233360192
0,07/01/2022,1552.6010645856695,2178.9011833426725,2362.6504217627266,197.34082997708285,86.29579805206279,33.493863855825225,105.43777701553192,1905.0543290736318
0,07/08/2022,1528.9243690320802,2658.588513609077,2238.808188632173,243.3045224317967,98.86001758598344,13.918804202234881,110.94130243726302,1790.8778434482529
0,07/15/2022,1754.9887457711293,2520.1362680739458,1892.2070581031035,223.36517672375894,87.13704222584336,16.366628126489342,93.03053247423765,1131.480442887409
1,07/22/2022,2161.372450932927,2377.77397434258,3280.023806922388,165.19930097454005,90.73280719513417,14.008446687517804,62.249804207164345,1215.593165629538
0,07/29/2022,1733.0512127221905,2929.3875241720048,3072.1738439628402,227.9120557984033,93.29680462359347,26.509182765202524,100.44926696340355,1716.7215967051998
1,08/05/2022,1815.5074291722815,2596.5190673458123,2965.8316249555596,209.56914317844007,97.92602919638273,41.45875582726109,89.38814682506828,1505.5631490586125
1,08/12/2022,2163.24854876155,2878.4866050705145,2319.0430535327696,167.82077032341078,88.99220537797942,41.03078395990718,122.95953087833792,1160.0654898590833
1,08/19/2022,1686.9536680036574,2510.7148742150534,1646.0980833363856,209.21984322401968,102.62644527739182,47.00415000295037,88.9688700138214,1989.1156998133679
1,08/26/2022,2049.35115415991,2878.5789962012623,1922.102280804112,241.76687972439748,95.56433325311428,38.812535981426144,61.43195524590811,1558.9402990754536
0,09/02/2022,1743.0057602203094,2758.126726362318,1733.0109119284741,219.60625168889337,96.65250203086507,18.970764207372106,126.05235026782434,1104.1095803479793
1,09/09/2022,1862.1457107328495,2522.6934002291155,2431.9581287297397,238.34548998999747,81.56243472554661,46.24334364207965,56.692079470920106,1377.7472395393488
1,09/16/2022,1945.484471426264,2402.3226650386337,2635.506845422606,176.72838673075697,97.3975539305235,35.982132601030614,116.87755066371777,1330.233704556033
0,09/23/2022,1518.4103080777152,3008.280576185358,3181.52700725884,198.58315451326962,86.81080977026457,15.770014667952733,44.68378660963435,1937.9796634053598
1,09/30/2022,1569.4445639388146,2153.4239940078455,1288.2770843769786,191.31116159615266,89.2184149535684,37.52858882741879,64.17899785439045,1425.7330695652165
0,10/07/2022,1764.9972729492101,2299.765200650148,2898.7901778141636,258.28868811095384,103.9814677396285,18.971572792764654,56.23090309038217,1254.7190940626294
0,10/14/2022,1584.4929800249201,3118.9818792625115,2180.389213866657,166.32655071160934,103.57340027674043,26.73345099347941,126.32720353182813,1210.5051574015824
1,10/21/2022,2171.737346144856,2759.357218477633,3465.6666144917535,193.05717418709557,108.71316574947467,15.412839628283912,51.88874488357672,1745.3301126410838
1,10/28/2022,2053.4553600033532,2265.162256828545,1961.923274929072,155.05657154965877,88.59006004006669,35.98150745545465,51.1755635024066,1243.3941298826132
1,11/04/2022,1943.6083681052785,2994.1963302305194,2399.449265334442,236.3848022403057,83.28222138020602,39.92890019272423,96.64615992372475,1754.9599120827506
1,11/11/2022,1710.421030273096,3032.4876380831797,1990.00423045369,214.37149662845547,84.31964182274017,45.1158741850753,128.15202212790334,1680.3757610879475
1,11/18/2022,1972.2473200216573,2772.588428972028,1522.94555847104,198.85408400765942,93.93288823134998,39.827091767210234,99.34584244104056,1605.5783322819032
0,11/25/2022,1511.9688068418957,2527.7143733978696,1327.691186204338,230.47800721757767,85.30112792173468,28.10518868289606,79.24168192023869,1493.7318454010194
0,12/02/2022,1918.6600836004543,2546.727472584844,2140.0618733640576,234.6326203885484,87.0143177771661,19.518076761789317,114.62015863156772,1148.7903534436914
1,12/09/2022,1541.5842383281852,2721.9781622095225,2951.915363282579,216.7169617662257,81.50119640951408,47.143359647682416,45.46647424003819,1307.9227330935023
0,12/16/2022,1714.5085103394626,2581.860684122079,2175.257962378646,170.98498834202343,100.41467853051566,25.69896230564417,110.3429879881007,1741.4366182903782
1,12/23/2022,1526.4601325525618,2760.1289535581386,1890.2316294866164,161.2745463691836,87.44845728967948,40.90465346009705,61.798046895433686,1584.9568218738968
1,12/30/2022,1668.9707100523615,3026.0392345904925,1516.9475225522906,258.4406367657502,93.62605657649547,35.65030718877929,87.37887611334969,1244.9688884171815
0,01/06/2023,1973.9218413563635,2683.071925307304,2617.4890935597205,173.96720820653593,95.63200210311973,21.774462716005058,67.064614808406,1807.2325175335905
0,01/13/2023,1696.810272239225,2452.772582628015,3141.09238567711,200.38349980057225,90.02453974282308,22.137574530906807,62.67028861073919,1225.0859977004666
0,01/20/2023,1501.13306684998,2889.2850623488202,3255.7193017087543,221.6541533234457,87.62977607435434,13.574267594310573,124.9911590554151,1915.0940517841095
0,01/27/2023,1638.779133014292,2139.3075703033214,3102.263289338327,254.14008742285444,96.1934222453189,14.637892761444729,81.88687592044357,1987.4054746012675
1,02/03/2023,1562.8439401900514,2234.6410858095724,3008.542009732964,201.18290174740918,85.67492115796951,48.661770877394446,63.69991682048678,1455.534316817892
1,02/10/2023,1706.3648936901975,2695.8992321144774,2758.0565447064023,216.99488584979946,83.14135888038585,38.388169665297085,80.55184376322312,1150.2425406734003
0,02/17/2023,1597.804530667795,2172.0510192923316,1959.1966709712256,196.5681646451521,93.414334353785,18.449584038585456,88.34093917921797,1763.3692543957222
0,02/24/2023,1710.3868145542356,2251.2462120866726,2925.3540344131834,161.53199475750338,98.16345454419672,19.302350146155,82.93243917010726,1558.7326594520312
1,03/03/2023,1731.6105006410803,2949.294553290672,3012.817658128981,197.73833231565706,95.2040743885677,40.7251040398247,43.64245232674254,1988.018757777246
0,03/10/2023,1845.9998087557733,2514.3020103982494,2612.1584641367126,241.43128075875114,99.49433930100328,10.00919738670472,67.3974216715209,1262.5874876890796
1,03/17/2023,2060.3734689717376,2786.5547631267436,3292.0044333142546,249.6244522402415,90.07368047557748,35.54223916650066,124.3562468165358,1997.2630842666279
1,03/24/2023,2106.5112428413804,2374.1677470064915,2047.072535051414,204.8182525428728,99.75196906980896,41.875334129400855,51.54349848589594,1765.6990459773597
1,03/31/2023,2123.4570871448254,2765.763281464857,3144.950085736722,170.1799413291997,86.28961548924407,32.992267089082496,95.59456752227877,1919.870744531027
0,04/07/2023,1625.193285780768,3035.9229673905957,2906.993230816135,171.71030782237818,109.39921661582162,13.221944033060318,115.66228523124225,1425.0417029023615
1,04/14/2023,2038.9566766002304,2517.117215528994,2488.135982467497,208.03597368517455,89.40247844989281,21.516540358464802,77.46988750801674,1596.9764280602226
1,04/21/2023,2107.3743416442744,2773.1079402126734,1660.4067448097744,163.5147416764584,80.58766225243288,24.920596150842158,97.09795439906931,1373.1900080101595
0,04/28/2023,1875.6433537553064,3056.450422972165,3430.985416050894,217.50412857087406,84.95549664960039,10.533888741684807,91.58068085679679,1396.9127775871975
1,05/05/2023,1598.024551671239,2272.0108972976586,2717.179225875532,207.42349979344948,81.21914729359733,47.54223802274164,105.17989331902278,1787.8877498566735
1,05/12/2023,2007.8050076539755,2429.4854922609784,2048.926318608447,239.05247244393638,80.0130855866535,38.123451008524825,50.72956863230877,1394.166371109761
0,05/19/2023,1731.3903004108245,2498.414284574672,2167.7649995418296,182.2497770427131,106.6026933161112,30.5659640723456,63.53607924592639,1996.0082868304269
1,05/26/2023,1800.6455680516906,2422.477556921248,2847.9061061431335,201.4056226848852,101.84891175400834,48.03713806200784,41.28150468304536,1712.4004349531197
1,06/02/2023,2106.1256050423735,2826.5573110512273,2603.029001913091,259.4052688067322,88.80606935649784,29.461760038594957,104.68965887756795,1443.2740156973148
1,06/09/2023,2010.715331861929,2539.258359439732,3403.38727005701,215.68612761757635,99.56293970851873,10.513714652460905,82.30997216195858,1294.176989720483
0,06/16/2023,1681.0685408515096,2595.4997864860597,2198.4807713097416,189.1905890850044,86.87359668534147,23.41933585253451,43.44503670440773,1313.5298669594624
1,06/23/2023,1609.3186950035224,2334.096689107345,1983.8349038318095,226.15529525171138,105.04692612354721,48.01395513823888,104.63432079373244,1486.5772781287696
0,06/30/2023,1976.8409337659664,2886.7283926895625,2392.3354736476886,178.21439296614432,101.96389847299778,17.11783295484509,118.51553246955253,1446.0457014534338
1,07/07/2023,1581.123987627038,2911.9213787677604,1738.6173616989777,254.84858996965255,105.24158324532759,42.184427635045736,60.529252723572824,1699.147595775975
0,07/14/2023,1894.8387200457394,2279.7881093318383,2487.2644494238575,210.2039863136782,105.78371185580579,34.494774767868364,44.53199493707958,1716.3777725608034
1,07/21/2023,1651.753123842934,2710.209560448967,2209.0335617356827,227.79653183029995,98.15166152341544,39.044028413879104,62.02334156389582,1834.362593066896
1,07/28/2023,1754.7168390494626,2837.915925123592,3011.4176471137,176.19329035181423,91.084976893224,38.83865066408481,123.88133439817724,1546.4648859543727
1,08/04/2023,2036.5779021980186,2843.9691497148074,3292.9507421093945,206.20089902317568,102.12212131936263,43.96561460751463,103.996653080345,1104.0247119887779
0,08/11/2023,1975.0565276322645,2155.0157963953257,2050.099095248973,186.14734861866535,109.71723819452423,33.82751449674457,103.45419080567582,1301.5806225296367
1,08/18/2023,1934.1592678092302,2546.003702618277,3358.5190667138113,182.1125286104207,108.23369508408219,45.44248013812701,53.2240495462992,1863.513510478266
1,08/25/2023,1513.4081668045912,2977.917929423432,3144.4587058525076,175.11832436750328,94.61726824776306,40.97134866638547,116.01583122755565,1665.8185323693158
0,09/01/2023,1825.423409772317,2101.7091723790904,2238.1031962772813,174.3960287262651,90.43152685860201,30.609011446732147,41.69735031579073,1608.5049135780787
0,09/08/2023,1726.9357675977853,2728.1018077942217,2436.7199275678586,176.02421220538199,95.2546453136929,15.232055986619372,126.83011371814426,1220.6860538278706
0,09/15/2023,1674.2434424968578,2258.496447528595,3316.0046179827336,164.86293981873777,95.98114953056538,19.383443019402357,110.4033756430672,1756.9751226045278
1,09/22/2023,2039.4392895183137,2203.0862624523897,2176.539783181849,173.30708924191464,92.79574574921415,37.307506358743105,128.79755782341567,2055.8381486613616
1,09/29/2023,2051.109142610834,2717.450111698662,2795.1217734640436,187.72248809884965,98.92960387159044,39.54670763927968,78.82096916702027,2058.173218556218
1,10/06/2023,2173.9643503452035,2596.461930081471,2515.0484225609953,161.3598132775201,102.88980351232621,46.34190216914681,42.39515830197132,2031.207151493093
0,10/13/2023,1881.0557162639373,3167.494595665337,2156.3954019947355,183.0486129478672,104.84480697590836,10.346327976583503,55.491610988837536,1186.3477123432456
1,10/20/2023,1595.9600520761467,3150.5803442966417,2912.769160045501,241.4524296151038,82.98810237761336,15.8072722561616,91.88526664529891,1760.2735268272395
1,10/27/2023,2133.151229283482,2417.891489497937,1704.2404569375442,184.8917945959259,95.57331904249143,41.46681940392993,87.75956040212526,1949.1908281507026
1,11/03/2023,2188.0715342803937,3118.1000781528483,3458.7209066756454,226.1656226149796,102.39745472580259,44.4710729233853,90.94718465789747,1985.2027946384055
0,11/10/2023,1701.0034415611196,2117.540955454196,2162.854259690441,166.63387094034337,93.6050832560401,15.216628083426325,83.16924421845033,1506.0617696640684
0,11/17/2023,1943.9579473852905,2665.6449898223,3286.5021704583723,220.19557621734288,86.40657343496223,33.18682770808889,64.21694223137854,1778.11969361104
1,11/24/2023,2038.6485728119683,3004.790434345766,2681.9725981109805,246.18032122564156,84.58385951294476,23.799294078901333,102.1898817370741,1201.6721887364854
1,12/01/2023,1685.0903184532992,2687.695021902358,1425.4235550740505,248.52831787676672,93.37738692219882,49.356243859110606,101.03947605900876,2034.3349361130802
1,12/08/2023,1691.286993319308,2687.6814915150408,2062.4832502388467,178.8675638385251,101.93285600531516,45.11807595986269,128.87490556354234,1257.024554580343
1,12/15/2023,1860.691041422257,2665.998630966954,2348.0320869090992,217.56724191756308,107.202544349237,38.13772129541587,76.50268446455836,1173.761510153454
1,12/22/2023,1894.9298925428348,2741.760396609509,2041.6207116008009,205.94895103116048,89.12721056565317,49.45648725801897,56.19355507426414,1306.4025837480556
1,12/29/2023,1639.3640429025377,2488.7590843784724,2953.425152380629,236.46143261194874,109.1339941723452,48.36914631365703,118.84538795432022,1468.8140356794047
1,01/05/2024,2138.9021761406757,2990.3750778881194,1627.2258005034619,239.34308736864514,95.35668185330135,26.958449877391082,60.27166813605524,1192.6728981739163
1,01/12/2024,2164.5973713899866,2798.0074371260425,1939.8446711052643,254.62497695294059,89.20750931989365,46.34686835931862,104.05708167465524,1165.5799946239893
1,01/19/2024,1668.7878968634955,3047.594768726209,1532.7156736955797,237.2470274315116,91.42974529524382,43.94524152315235,82.0194473578565,1697.8841172900263
0,01/26/2024,1621.1695563668382,2191.1314220419126,1417.6778442128498,232.5438894766463,93.19728514381393,21.15735440551109,95.84444481208612,1264.2487198954507
0,02/02/2024,1957.4919557686098,2276.296607563788,1826.7307496244289,245.7712213777287,103.09024093779774,10.323080173435413,55.90818617810682,1858.9617469938457
1,02/09/2024,2061.0159407791543,2698.5551266788307,2874.101584352301,217.5881305134905,88.32534414203802,41.71819120955119,118.1109713876007,1420.384194395352
0,02/16/2024,1943.3797887282517,2146.3411236027314,2731.302678689377,191.23207925710497,95.3401935122506,31.19747171667099,77.01379567590027,1396.70347702958
0,02/23/2024,1641.6392869574104,2912.3639193678837,1564.8262157877452,222.74468247154334,84.55269032124347,10.29805096842387,84.1671755504095,1552.8788287543878
0,03/01/2024,1817.3477413163946,2856.245253772564,2519.582403942927,218.4600868312761,90.63995559264556,30.777369919978803,126.66796667076251,1816.0630389053917
0,03/08/2024,1550.8760284831926,2628.2725698376335,2259.494908263835,239.29086583870514,95.18119566623521,21.446488726465944,72.97216149863763,1224.9193021700826
0,03/15/2024,1960.380065023015,2544.533888392886,3222.426913262834,233.88668097493232,86.75115569487852,27.40144140875731,101.42169797961594,1288.4466700924363
1,03/22/2024,2117.127706437117,2327.434689995269,1383.8562821693308,159.40464062743825,86.51604228321439,45.613676104709896,42.650850136111494,1650.9874206661054
0,03/29/2024,1552.1609650336993,2537.7106012593554,2244.189844327182,184.0228432461212,96.49482908488761,17.163073992230096,69.06555389263755,1669.0111960831446
1,04/05/2024,2103.8352555240413,2958.5069262832567,3474.1005810246033,176.8325779432753,107.88497240615962,26.870269683490847,57.19989431226145,1403.1075400596915
0,04/12/2024,1772.836624077041,2194.9509013218317,2399.9585888957868,189.53936866041016,106.68721771410982,17.76867495094063,96.60687362732506,1228.2168488942266
0,04/19/2024,1725.8608539052912,3026.8369669459835,2035.05967207325,175.01532014627418,103.24241525320315,17.664678745857394,106.30550692494596,1114.6778481082297
1,04/26/2024,1995.2066718251417,3025.8898376536063,2920.8744803075397,239.35465518402782,107.7027365823496,41.31381789554432,47.72993965445641,1294.8391923067925
0,05/03/2024,1881.4525550773928,2243.9446309940568,2717.2289189693147,229.7838842445905,109.85153283239063,26.523055613388507,58.475763979447855,1283.6356021537251
1,05/10/2024,1532.8802163035207,2353.6921695596757,1456.3411865910916,237.54175353308483,91.52094717747917,36.79339655280704,110.69281225221214,2081.5312875729705
1,05/17/2024,2182.5933010458343,2262.9279725271326,2020.909074564399,177.99983020636625,92.75306466033359,23.090993101035888,79.69831276123068,1680.6434950931412
0,05/24/2024,1946.4845969650016,2708.2231845178508,2946.900985498421,192.449111889947,84.10968651881417,15.073263833887541,48.987161830639984,2073.5655248622297
1,05/31/2024,1570.5993594719057,2871.2768954850135,1593.8905727013148,191.2843372900104,88.49222671358237,40.62061397723457,113.36068117235351,1388.4297215025217
1,06/07/2024,1532.3283753862831,2302.9531448597154,1680.7282013514423,170.52545000987934,99.05042700939055,36.050768084160396,78.15066912838384,1741.7454119165554
0,06/14/2024,1913.4645960787338,2785.4589717680856,1564.7312485110017,210.2103699934878,103.68700370227677,24.202302261419288,115.89062928656114,1479.0640023740166
1,06/21/2024,1999.9432028095562,3148.725165339627,1476.273096687194,209.09034457567435,106.4447476309609,44.22019974706459,64.56119249882823,2077.8072048588024
1,06/28/2024,2026.868863853417,2623.074182421395,1237.2679821109632,226.39573188710682,89.57091018193097,45.721573973842546,59.69515896635833,2098.812754115311
